image,corruption,prediction,probability_good,probability_usable,probability_reject
25819_left.jpeg,baseline,0,0.9883732199668884,0.011547007597982883,7.972906314535066e-05
25819_left.jpeg,defocus_blur,0,0.9188809990882874,0.07970608025789261,0.0014129786286503077
25819_left.jpeg,low_light,0,0.9195685982704163,0.07678098976612091,0.003650402883067727
25819_left.jpeg,uneven_illumination,0,0.952042818069458,0.04729209467768669,0.0006651016883552074
25819_left.jpeg,fov_misalignment,0,0.9907965660095215,0.009138829074800014,6.458657298935577e-05
25819_left.jpeg,jpeg_q25,0,0.9903899431228638,0.009567871689796448,4.219972470309585e-05
35332_left.jpeg,baseline,0,0.9962443113327026,0.0037243191618472338,3.134758662781678e-05
35332_left.jpeg,defocus_blur,0,0.9892597198486328,0.010504460893571377,0.00023584069276694208
35332_left.jpeg,low_light,0,0.9722430109977722,0.02278345264494419,0.0049734944477677345
35332_left.jpeg,uneven_illumination,0,0.9715367555618286,0.024075018242001534,0.004388168454170227
35332_left.jpeg,fov_misalignment,0,0.9977097511291504,0.002274101134389639,1.616136978555005e-05
35332_left.jpeg,jpeg_q25,0,0.9950662851333618,0.004878171253949404,5.548718399950303e-05
25423_right.jpeg,baseline,0,0.7351199388504028,0.2607291340827942,0.004150948487222195
25423_right.jpeg,defocus_blur,0,0.5805371403694153,0.41495129466056824,0.004511667415499687
25423_right.jpeg,low_light,0,0.37694108486175537,0.33106547594070435,0.29199352860450745
25423_right.jpeg,uneven_illumination,2,0.17153772711753845,0.15276102721691132,0.6757012605667114
25423_right.jpeg,fov_misalignment,1,0.13389328122138977,0.8002496957778931,0.06585703045129776
25423_right.jpeg,jpeg_q25,0,0.7992665767669678,0.19912005960941315,0.0016133382450789213
16685_left.jpeg,baseline,0,0.5165296196937561,0.45827531814575195,0.025195090100169182
16685_left.jpeg,defocus_blur,0,0.6192554831504822,0.36583250761032104,0.014911976642906666
16685_left.jpeg,low_light,0,0.44397974014282227,0.3980922996997833,0.1579279899597168
16685_left.jpeg,uneven_illumination,0,0.45614638924598694,0.3755076825618744,0.16834594309329987
16685_left.jpeg,fov_misalignment,0,0.711827278137207,0.23031097650527954,0.057861704379320145
16685_left.jpeg,jpeg_q25,0,0.7623140215873718,0.22390444576740265,0.01378154568374157
1229_left.jpeg,baseline,0,0.5256922841072083,0.47345489263534546,0.0008528381586074829
1229_left.jpeg,defocus_blur,1,0.27393093705177307,0.7109493017196655,0.015119791030883789
1229_left.jpeg,low_light,0,0.5282953977584839,0.3901384174823761,0.08156625181436539
1229_left.jpeg,uneven_illumination,1,0.35571351647377014,0.442119300365448,0.20216719806194305
1229_left.jpeg,fov_misalignment,0,0.4974904954433441,0.47676801681518555,0.025741487741470337
1229_left.jpeg,jpeg_q25,0,0.519271194934845,0.4797688126564026,0.0009599822806194425
17563_left.jpeg,baseline,0,0.9776558876037598,0.02220182865858078,0.00014225675840862095
17563_left.jpeg,defocus_blur,0,0.9120706915855408,0.08633734285831451,0.0015919329598546028
17563_left.jpeg,low_light,0,0.9532683491706848,0.04541410133242607,0.0013175340136513114
17563_left.jpeg,uneven_illumination,0,0.882856547832489,0.10385269671678543,0.013290761969983578
17563_left.jpeg,fov_misalignment,0,0.9966667294502258,0.003313925350084901,1.9340970538905822e-05
17563_left.jpeg,jpeg_q25,0,0.98380047082901,0.01610090211033821,9.864685853244737e-05
26680_right.jpeg,baseline,0,0.999300479888916,0.0006986044463701546,9.578290018907865e-07
26680_right.jpeg,defocus_blur,0,0.9993008375167847,0.0006973203271627426,1.8415340719002415e-06
26680_right.jpeg,low_light,0,0.9975926280021667,0.002393770031630993,1.3511482393369079e-05
26680_right.jpeg,uneven_illumination,0,0.9966509938240051,0.0033268826082348824,2.2085352611611597e-05
26680_right.jpeg,fov_misalignment,0,0.9974657297134399,0.00249480246566236,3.946608921978623e-05
26680_right.jpeg,jpeg_q25,0,0.9994572997093201,0.0005417967913672328,8.948222216531576e-07
18302_right.jpeg,baseline,1,0.407675564289093,0.5915374159812927,0.0007870146073400974
18302_right.jpeg,defocus_blur,1,0.2496221363544464,0.7470982074737549,0.0032797057647258043
18302_right.jpeg,low_light,1,0.4169604778289795,0.5726287364959717,0.01041071955114603
18302_right.jpeg,uneven_illumination,0,0.5486049056053162,0.4434598386287689,0.007935202680528164
18302_right.jpeg,fov_misalignment,1,0.393061101436615,0.5976997017860413,0.009239180013537407
18302_right.jpeg,jpeg_q25,0,0.5588172674179077,0.4407244026660919,0.000458291731774807
32765_left.jpeg,baseline,0,0.9885984659194946,0.011354487389326096,4.702252408606e-05
32765_left.jpeg,defocus_blur,0,0.9319674372673035,0.06760991364717484,0.00042260423651896417
32765_left.jpeg,low_light,0,0.8042038679122925,0.18513986468315125,0.010656275786459446
32765_left.jpeg,uneven_illumination,0,0.7843053340911865,0.19767777621746063,0.018016917631030083
32765_left.jpeg,fov_misalignment,0,0.9907963275909424,0.009128857403993607,7.476811151718721e-05
32765_left.jpeg,jpeg_q25,0,0.9901886582374573,0.00978314783424139,2.8171190933790058e-05
11716_right.jpeg,baseline,1,0.2614041268825531,0.7323164939880371,0.006279400549829006
11716_right.jpeg,defocus_blur,1,0.08902755379676819,0.8973173499107361,0.013655099086463451
11716_right.jpeg,low_light,1,0.11921189725399017,0.848961591720581,0.03182658180594444
11716_right.jpeg,uneven_illumination,1,0.1026766449213028,0.809904158115387,0.08741921186447144
11716_right.jpeg,fov_misalignment,1,0.027059456333518028,0.8397023677825928,0.13323819637298584
11716_right.jpeg,jpeg_q25,1,0.23401227593421936,0.7615410089492798,0.004446740262210369
27062_right.jpeg,baseline,0,0.9799423217773438,0.019652435556054115,0.0004052245058119297
27062_right.jpeg,defocus_blur,0,0.9510951638221741,0.04829781502485275,0.0006070098606869578
27062_right.jpeg,low_light,0,0.7948518991470337,0.13314741849899292,0.07200067490339279
27062_right.jpeg,uneven_illumination,0,0.8633499145507812,0.11455825716257095,0.02209181897342205
27062_right.jpeg,fov_misalignment,0,0.5773171186447144,0.3425603210926056,0.08012252300977707
27062_right.jpeg,jpeg_q25,0,0.9746154546737671,0.02462492696940899,0.000759623188059777
5829_left.jpeg,baseline,1,0.3678511381149292,0.621688723564148,0.010460087098181248
5829_left.jpeg,defocus_blur,1,0.08981139212846756,0.8931862711906433,0.01700230874121189
5829_left.jpeg,low_light,1,0.28933319449424744,0.5950644016265869,0.11560238897800446
5829_left.jpeg,uneven_illumination,1,0.13282904028892517,0.7017479538917542,0.16542299091815948
5829_left.jpeg,fov_misalignment,1,0.02916332520544529,0.9310298562049866,0.03980689495801926
5829_left.jpeg,jpeg_q25,1,0.37206512689590454,0.6121044754981995,0.015830373391509056
28773_left.jpeg,baseline,0,0.9955220222473145,0.004459105897694826,1.8830967746907845e-05
28773_left.jpeg,defocus_blur,0,0.9858265519142151,0.013982913456857204,0.0001904892997117713
28773_left.jpeg,low_light,0,0.9812163710594177,0.01850174367427826,0.0002819335786625743
28773_left.jpeg,uneven_illumination,0,0.9775457978248596,0.02220941334962845,0.00024472124641761184
28773_left.jpeg,fov_misalignment,0,0.9771692156791687,0.022701606154441833,0.00012922148744110018
28773_left.jpeg,jpeg_q25,0,0.9942371845245361,0.005717697087675333,4.4992648327024654e-05
1265_right.jpeg,baseline,0,0.9984259605407715,0.0015629823319613934,1.112549944082275e-05
1265_right.jpeg,defocus_blur,0,0.960654616355896,0.03837636858224869,0.0009691030136309564
1265_right.jpeg,low_light,0,0.9932593703269958,0.006175350397825241,0.0005653222324326634
1265_right.jpeg,uneven_illumination,0,0.9855121970176697,0.0135734211653471,0.0009143766947090626
1265_right.jpeg,fov_misalignment,0,0.9947817921638489,0.004999964032322168,0.00021815838408656418
1265_right.jpeg,jpeg_q25,0,0.9985243678092957,0.0014666372444480658,9.100822353502735e-06
40135_left.jpeg,baseline,0,0.9878459572792053,0.01210511289536953,4.9021447921404615e-05
40135_left.jpeg,defocus_blur,0,0.9315020442008972,0.06786295026540756,0.0006350168259814382
40135_left.jpeg,low_light,0,0.946192741394043,0.05086944252252579,0.002937887329608202
40135_left.jpeg,uneven_illumination,0,0.9322102069854736,0.061816681176424026,0.005973113235086203
40135_left.jpeg,fov_misalignment,0,0.9860967993736267,0.013766670599579811,0.00013662096171174198
40135_left.jpeg,jpeg_q25,0,0.9909632802009583,0.009010564535856247,2.627534377097618e-05
14969_left.jpeg,baseline,0,0.9877530336380005,0.011989553458988667,0.0002574029203969985
14969_left.jpeg,defocus_blur,0,0.9637821912765503,0.0348786860704422,0.0013391160173341632
14969_left.jpeg,low_light,0,0.9382308125495911,0.04916227236390114,0.012606915086507797
14969_left.jpeg,uneven_illumination,0,0.927741289138794,0.05301040783524513,0.019248314201831818
14969_left.jpeg,fov_misalignment,0,0.950014054775238,0.04547559842467308,0.004510344006121159
14969_left.jpeg,jpeg_q25,0,0.9805992841720581,0.018703758716583252,0.0006969525129534304
19777_right.jpeg,baseline,0,0.9629507660865784,0.03669837489724159,0.00035078133805654943
19777_right.jpeg,defocus_blur,0,0.9174870848655701,0.07897904515266418,0.003533909795805812
19777_right.jpeg,low_light,0,0.8828477263450623,0.09608780592679977,0.02106454409658909
19777_right.jpeg,uneven_illumination,0,0.7134538888931274,0.23924419283866882,0.04730194807052612
19777_right.jpeg,fov_misalignment,0,0.9554969668388367,0.043150998651981354,0.0013520000502467155
19777_right.jpeg,jpeg_q25,0,0.8896544575691223,0.10750632733106613,0.0028392195235937834
34262_right.jpeg,baseline,0,0.9974527955055237,0.0025183239486068487,2.8946116799488664e-05
34262_right.jpeg,defocus_blur,0,0.9944632649421692,0.005477327853441238,5.9349385992391035e-05
34262_right.jpeg,low_light,0,0.9809876680374146,0.018219683319330215,0.0007926197140477598
34262_right.jpeg,uneven_illumination,0,0.987345278263092,0.011809376999735832,0.0008452805341221392
34262_right.jpeg,fov_misalignment,0,0.9952313303947449,0.004707649815827608,6.100708924350329e-05
34262_right.jpeg,jpeg_q25,0,0.9983168840408325,0.001670324127189815,1.2862779840361327e-05
17043_right.jpeg,baseline,0,0.9726606607437134,0.026721956208348274,0.0006173389265313745
17043_right.jpeg,defocus_blur,0,0.8986784815788269,0.09809231013059616,0.00322919269092381
17043_right.jpeg,low_light,0,0.8052172660827637,0.15048512816429138,0.044297534972429276
17043_right.jpeg,uneven_illumination,0,0.7698079943656921,0.17932574450969696,0.05086624249815941
17043_right.jpeg,fov_misalignment,0,0.9084494709968567,0.08497417718172073,0.006576353218406439
17043_right.jpeg,jpeg_q25,0,0.9668535590171814,0.032635368406772614,0.0005111041245982051
13546_left.jpeg,baseline,0,0.9902846217155457,0.009611898101866245,0.00010352272511227056
13546_left.jpeg,defocus_blur,0,0.9464420080184937,0.0510234534740448,0.0025344518944621086
13546_left.jpeg,low_light,0,0.9802548289299011,0.01820562221109867,0.001539628952741623
13546_left.jpeg,uneven_illumination,0,0.9651434421539307,0.03020944818854332,0.004647115711122751
13546_left.jpeg,fov_misalignment,0,0.9916690587997437,0.008274238556623459,5.6706670875428244e-05
13546_left.jpeg,jpeg_q25,0,0.9913977384567261,0.008481835015118122,0.00012040106230415404
18627_left.jpeg,baseline,0,0.6887386441230774,0.3101336658000946,0.0011277137091383338
18627_left.jpeg,defocus_blur,0,0.7959524989128113,0.20208552479743958,0.001961959758773446
18627_left.jpeg,low_light,0,0.8477368354797363,0.14866529405117035,0.0035979198291897774
